city,state,county_name,lat,lng,population
Hoisington,Kansas,Barton,38.518,-98.7773,2472
Phillipsburg,Kansas,Phillips,39.7512,-99.321,2471
Ranger,Texas,Eastland,32.4693,-98.6751,2469
Midland,Pennsylvania,Beaver,40.6373,-80.4565,2469
Surf City,North Carolina,Pender,34.4346,-77.5644,2469
Hudson,Iowa,Black Hawk,42.432,-92.4522,2468
Charleston,Arkansas,Franklin,35.2954,-94.0461,2467
Greenville,Delaware,New Castle,39.7783,-75.6049,2467
Wallace,Florida,Santa Rosa,30.6746,-87.1996,2467
Nicoma Park,Oklahoma,Oklahoma,35.4912,-97.3254,2467
Marengo,Iowa,Iowa,41.7961,-92.0675,2466
Gloucester Courthouse,Virginia,Gloucester,37.4053,-76.526,2466
Olmos Park,Texas,Bexar,29.4749,-98.4867,2466
Stonewall,Louisiana,De Soto,32.2715,-93.81,2465
Mineral Point,Wisconsin,Iowa,42.8632,-90.1814,2465
Belleville,Wisconsin,Dane,42.8643,-89.5402,2463
Strafford,Missouri,Greene,37.2691,-93.1177,2460
Rancho Viejo,Texas,Cameron,26.0361,-97.5568,2460
New Egypt,New Jersey,Ocean,40.0644,-74.5284,2460
Geneva,Washington,Whatcom,48.7461,-122.4064,2460
Windy Hills,Kentucky,Jefferson,38.2702,-85.6378,2459
Gastonville,Pennsylvania,Washington,40.2669,-80.0095,2459
Weatherly,Pennsylvania,Carbon,40.942,-75.821,2458
Carthage,Illinois,Hancock,40.4143,-91.1276,2457
Warren AFB,Wyoming,Laramie,41.1488,-104.8618,2456
Oliver,Pennsylvania,Fayette,39.9153,-79.7213,2456
Fennimore,Wisconsin,Grant,42.9793,-90.6492,2456
Bellevue,Idaho,Blaine,43.4685,-114.2551,2456
Goldsby,Oklahoma,McClain,35.1304,-97.4779,2454
Liberty,Pennsylvania,Allegheny,40.3244,-79.8589,2454
Window Rock,Arizona,Apache,35.6705,-109.0639,2454
Avilla,Indiana,Noble,41.3637,-85.2317,2454
Fairmont City,Illinois,St. Clair,38.6504,-90.1025,2453
Grissom AFB,Indiana,Miami,40.6585,-86.148,2453
Alianza,Puerto Rico,Camuy,18.4533,-66.8556,2453
H. Rivera Colón,Puerto Rico,Toa Alta,18.3482,-66.2733,2453
Harriman,New York,Orange,41.3088,-74.1444,2452
Ross,California,Marin,37.9638,-122.5615,2451
Middletown,Indiana,Henry,40.0596,-85.5422,2451
Parksdale,California,Madera,36.9465,-120.0212,2451
Lomira,Wisconsin,Dodge,43.5944,-88.442,2450
Norwood,North Carolina,Stanly,35.2336,-80.1146,2449
Newmanstown,Pennsylvania,Lebanon,40.3514,-76.2117,2449
Winters,Texas,Runnels,31.9564,-99.9293,2448
Lakeview Estates,Georgia,Rockdale,33.7046,-84.0367,2446
Blue Mound,Texas,Tarrant,32.8543,-97.3383,2445
Hawarden,Iowa,Sioux,43.0015,-96.4829,2444
Woodside,Pennsylvania,Bucks,40.2305,-74.8607,2444
Combine,Texas,Kaufman,32.5912,-96.5183,2442
Rural Hill,Tennessee,Wilson,36.1164,-86.5152,2441
Belle Plaine,Iowa,Benton,41.8954,-92.2751,2440
Monroe City,Missouri,Monroe,39.6542,-91.7328,2438
Kentwood,Louisiana,Tangipahoa,30.9339,-90.5153,2436
Trucksville,Pennsylvania,Luzerne,41.3101,-75.9281,2436
Shadow Lake,Washington,King,47.4017,-122.0764,2434
Claryville,Kentucky,Campbell,38.9141,-84.4103,2432
Morgantown,Kentucky,Butler,37.2173,-86.7001,2431
Deltana,Alaska,Southeast Fairbanks,63.8724,-145.2158,2430
Inman,South Carolina,Spartanburg,35.0465,-82.09,2430
Wyldwood,Texas,Bastrop,30.1299,-97.4801,2430
Stormstown,Pennsylvania,Centre,40.789,-78.0191,2429
Wayne,Illinois,DuPage,41.9494,-88.2584,2429
Maynardville,Tennessee,Union,36.247,-83.8057,2428
Taylor,Alabama,Houston,31.1658,-85.4697,2428
Bella Vista,California,Shasta,40.6502,-122.245,2427
Lavaca,Arkansas,Sebastian,35.3341,-94.1799,2427
Woodside East,Delaware,Kent,39.0676,-75.5376,2427
Cathcart,Washington,Snohomish,47.8525,-122.1058,2426
Cave City,Kentucky,Barren,37.14,-85.9646,2426
Fall City,Washington,King,47.5717,-121.9134,2426
Collins,Mississippi,Covington,31.6469,-89.5669,2425
Pleasant Ridge,Michigan,Oakland,42.4715,-83.1443,2425
Melrose Park,New York,Cayuga,42.9085,-76.5263,2425
Panorama Village,Texas,Montgomery,30.3806,-95.4944,2424
Ingalls,Indiana,Madison,39.9746,-85.8148,2424
Three Rivers,California,Tulare,36.4319,-118.8806,2424
Anchorage,Kentucky,Jefferson,38.2689,-85.5363,2423
North Zanesville,Ohio,Muskingum,39.9905,-81.9982,2423
Nekoosa,Wisconsin,Wood,44.3135,-89.9073,2422
Prairie Creek,Arkansas,Benton,36.34,-94.0613,2421
Midway South,Texas,Hidalgo,26.1567,-98.0209,2420
Marked Tree,Arkansas,Poinsett,35.5251,-90.4251,2420
Pinckney,Michigan,Livingston,42.4543,-83.9457,2420
Crownpoint,New Mexico,McKinley,35.688,-108.1494,2419
Waynesboro,Tennessee,Wayne,35.3236,-87.7593,2419
Cowpens,South Carolina,Spartanburg,35.0188,-81.8043,2419
Villa Grove,Illinois,Douglas,39.8644,-88.16,2418
Tiburones,Puerto Rico,Barceloneta,18.4382,-66.5809,2417
Barnum Island,New York,Nassau,40.605,-73.6437,2416
Woodbine,New Jersey,Cape May,39.2283,-74.8096,2414
Lawson,Missouri,Ray,39.436,-94.2151,2414
Allyn,Washington,Mason,47.3863,-122.8386,2414
Westmoreland,Tennessee,Sumner,36.562,-86.246,2413
Laporte,Colorado,Larimer,40.6385,-105.1444,2413
Shepherd,Texas,San Jacinto,30.491,-95.0021,2413
Breezy Point,Minnesota,Crow Wing,46.6081,-94.218,2413
Eddystone,Pennsylvania,Delaware,39.8566,-75.3342,2412
Houston,Alaska,Matanuska-Susitna,61.6159,-149.8003,2412
Perryman,Maryland,Harford,39.4633,-76.2115,2412
Santa Claus,Indiana,Spencer,38.1168,-86.9292,2411
Verona,Pennsylvania,Allegheny,40.505,-79.8419,2411
Dalton Gardens,Idaho,Kootenai,47.7328,-116.7696,2410
Bloomfield,Indiana,Greene,39.026,-86.9375,2410
Spring Valley,Minnesota,Fillmore,43.6888,-92.3897,2410
Arlington Heights,Washington,Snohomish,48.2119,-122.063,2410
Neillsville,Wisconsin,Clark,44.5605,-90.5905,2409
Monticello,Florida,Jefferson,30.5423,-83.8721,2409
Chauvin,Louisiana,Terrebonne,29.4455,-90.594,2408
Coudersport,Pennsylvania,Potter,41.7758,-78.016,2404
Lake of the Woods,Illinois,Champaign,40.2048,-88.3732,2404
Lockport,Louisiana,Lafourche,29.6418,-90.5376,2404
Junction,Texas,Kimble,30.4906,-99.7725,2404
Spring Arbor,Michigan,Jackson,42.2055,-84.5551,2402
Marcus Hook,Pennsylvania,Delaware,39.8131,-75.4165,2402
Charlotte Park,Florida,Charlotte,26.9031,-82.0486,2401
Thornton,Illinois,Cook,41.5711,-87.6187,2401
Enfield,North Carolina,Halifax,36.1802,-77.6678,2399
Meyersdale,Pennsylvania,Somerset,39.8133,-79.0277,2399
North Seekonk,Massachusetts,Bristol,41.8882,-71.3297,2398
Lordsburg,New Mexico,Hidalgo,32.3438,-108.7021,2398
El Portal,Florida,Miami-Dade,25.8556,-80.1954,2398
East Dublin,Georgia,Laurens,32.5468,-82.8675,2398
Sisseton,South Dakota,Roberts,45.6625,-97.0453,2398
Lapel,Indiana,Madison,40.0334,-85.8407,2398
Campo Rico,Puerto Rico,Canóvanas,18.3371,-65.8974,2398
Carrollton,Illinois,Greene,39.2948,-90.4062,2398
Bolindale,Ohio,Trumbull,41.2089,-80.7784,2398
St. Ignace,Michigan,Mackinac,45.8695,-84.7255,2397
Colonial Pine Hills,South Dakota,Pennington,44.0141,-103.3146,2396
Danville,Arkansas,Yell,35.053,-93.3902,2393
Hide-A-Way Lake,Mississippi,Pearl River,30.574,-89.6419,2392
Purvis,Mississippi,Lamar,31.145,-89.4054,2392
Madison,Nebraska,Madison,41.8283,-97.4568,2392
Glasco,New York,Ulster,42.0461,-73.9487,2391
Reed City,Michigan,Osceola,43.8725,-85.5069,2391
Mayflower,Arkansas,Faulkner,34.9686,-92.4225,2391
Hunter,Tennessee,Carter,36.3978,-82.1511,2390
Mendenhall,Mississippi,Simpson,31.9609,-89.8692,2387
Buckhorn,California,Amador,38.4532,-120.5354,2387
Seneca,Missouri,Newton,36.8447,-94.6093,2387
Wright-Patterson AFB,Ohio,Greene,39.8112,-84.0573,2387
Enon,Ohio,Clark,39.865,-83.9331,2386
Conneaut Lakeshore,Pennsylvania,Crawford,41.6272,-80.3102,2384
Hallowell,Maine,Kennebec,44.2904,-69.8141,2381
Johnston,South Carolina,Edgefield,33.8327,-81.8051,2381
New Miami,Ohio,Butler,39.4319,-84.5399,2381
Barranquitas,Puerto Rico,Barranquitas,18.1847,-66.3102,2381
Virginia Gardens,Florida,Miami-Dade,25.8095,-80.2974,2380
Susquehanna Depot,Pennsylvania,Susquehanna,41.9438,-75.6039,2380
Odell,Oregon,Hood River,45.6354,-121.5522,2380
Icard,North Carolina,Burke,35.7253,-81.4582,2380
Paden City,West Virginia,Tyler,39.6035,-80.9351,2379
Poland,Ohio,Mahoning,41.022,-80.6156,2378
Riverside,Alabama,St. Clair,33.6171,-86.2042,2377
Harlem,Florida,Hendry,26.7325,-80.9518,2377
Craigsville,West Virginia,Nicholas,38.3247,-80.645,2375
St. Bonifacius,Minnesota,Hennepin,44.9054,-93.7476,2374
Kimball,Nebraska,Kimball,41.2335,-103.6512,2373
Highspire,Pennsylvania,Dauphin,40.2085,-76.7851,2373
Fruitland,North Carolina,Henderson,35.3928,-82.412,2373
Albion,Indiana,Noble,41.3966,-85.4187,2373
Mount Vernon,Georgia,Montgomery,32.1836,-82.5953,2371
Hickman,Nebraska,Lancaster,40.6248,-96.6306,2371
Decherd,Tennessee,Franklin,35.2156,-86.0756,2371
Whidbey Island Station,Washington,Island,48.3387,-122.6616,2371
Calera,Oklahoma,Bryan,33.9312,-96.4299,2370
Dalworthington Gardens,Texas,Tarrant,32.6936,-97.1565,2370
Salado,Texas,Bell,30.9462,-97.5281,2370
Newton,Texas,Newton,30.8502,-93.7537,2370
Pine Canyon,California,Monterey,36.1757,-121.1498,2369
Ponder,Texas,Denton,33.1775,-97.291,2369
Chester,West Virginia,Hancock,40.6129,-80.5627,2369
Kinder,Louisiana,Allen,30.4835,-92.8508,2368
Horse Shoe,North Carolina,Henderson,35.3423,-82.5568,2368
Fife Heights,Washington,Pierce,47.2593,-122.3459,2368
Prague,Oklahoma,Lincoln,35.4997,-96.6999,2367
Lake Heritage,Pennsylvania,Adams,39.8098,-77.1854,2367
Lovell,Wyoming,Big Horn,44.8357,-108.3919,2366
Chamberlain,South Dakota,Brule,43.7861,-99.3269,2366
Timmonsville,South Carolina,Florence,34.1334,-79.9408,2366
Concordia,Missouri,Lafayette,38.9877,-93.5683,2366
Pine Ridge,South Carolina,Lexington,33.9084,-81.0975,2366
Ashville,Alabama,St. Clair,33.8331,-86.2698,2365
Henagar,Alabama,DeKalb,34.631,-85.7405,2363
Riverside,New York,Suffolk,40.9093,-72.6699,2362
Good Hope,Alabama,Cullman,34.1098,-86.8651,2362
Matamoras,Pennsylvania,Pike,41.3666,-74.6997,2362
Montague,Michigan,Muskegon,43.4128,-86.3636,2361
Red Hill,Pennsylvania,Montgomery,40.3771,-75.4838,2361
Dillingham,Alaska,Dillingham,59.055,-158.5379,2360
Rainbow,California,San Diego,33.4098,-117.1395,2360
Monroe,Utah,Sevier,38.6229,-112.1198,2358
New London,Ohio,Huron,41.0796,-82.4066,2358
Midland City,Alabama,Dale,31.3157,-85.4937,2358
Walters,Oklahoma,Cotton,34.3612,-98.3563,2358
Brewster,Washington,Okanogan,48.1015,-119.776,2357
Hinton,West Virginia,Summers,37.6651,-80.8828,2357
East Brewton,Alabama,Escambia,31.0906,-87.0556,2356
Raceland,Kentucky,Greenup,38.5376,-82.7344,2355
Deep River Center,Connecticut,Middlesex,41.3823,-72.4386,2354
Carleton,Michigan,Monroe,42.0572,-83.3898,2354
Iona,Idaho,Bonneville,43.527,-111.9309,2354
Crosslake,Minnesota,Crow Wing,46.6755,-94.0955,2354
Llano Grande,Texas,Hidalgo,26.1309,-97.9687,2353
Holiday Island,Arkansas,Carroll,36.4762,-93.7342,2353
Gold Bar,Washington,Snohomish,47.8563,-121.692,2352
McCormick,South Carolina,McCormick,33.9129,-82.2876,2352
Winfield,West Virginia,Putnam,38.5285,-81.8861,2352
Byesville,Ohio,Guernsey,39.9735,-81.5459,2352
Winamac,Indiana,Pulaski,41.0535,-86.6037,2351
Emsworth,Pennsylvania,Allegheny,40.5112,-80.0965,2350
Crompond,New York,Westchester,41.2908,-73.8357,2350
New Wilmington,Pennsylvania,Lawrence,41.1174,-80.3323,2349
Wray,Colorado,Yuma,40.0802,-102.2284,2349
East Jordan,Michigan,Charlevoix,45.1547,-85.13,2348
Lyman,Mississippi,Harrison,30.5044,-89.1348,2347
Colorado City,Colorado,Pueblo,37.9365,-104.8459,2347
Oxford,Georgia,Newton,33.6277,-83.8721,2346
Moline Acres,Missouri,St. Louis,38.7456,-90.2429,2346
Maxton,North Carolina,Robeson,34.7364,-79.3527,2346
Eureka,Kansas,Greenwood,37.8261,-96.2889,2346
Hartshorne,Oklahoma,Pittsburg,34.8389,-95.5585,2345
Belgium,Wisconsin,Ozaukee,43.5019,-87.8476,2345
Emporium,Pennsylvania,Cameron,41.5102,-78.2363,2344
Leith-Hatfield,Pennsylvania,Fayette,39.8772,-79.7314,2344
Ely,Iowa,Linn,41.8753,-91.585,2343
Hermann,Missouri,Gasconade,38.6983,-91.4342,2342
La Salle,Colorado,Weld,40.3484,-104.7063,2342
East Bernard,Texas,Wharton,29.5241,-96.0622,2342
Excelsior,Minnesota,Hennepin,44.9025,-93.5663,2340
Altamont,Illinois,Effingham,39.057,-88.7474,2339
Anahuac,Texas,Chambers,29.7649,-94.6787,2339
West Sharyland,Texas,Hidalgo,26.2718,-98.3404,2338
Neodesha,Kansas,Wilson,37.4242,-95.6849,2338
Hardinsburg,Kentucky,Breckinridge,37.7755,-86.4537,2338
Belle Rose,Louisiana,Assumption,30.0422,-91.0498,2338
Darlington,Wisconsin,Lafayette,42.6765,-90.1204,2337
Brewster,New York,Putnam,41.3969,-73.6151,2337
Mosheim,Tennessee,Greene,36.1955,-82.9655,2337
Eastpoint,Florida,Franklin,29.7547,-84.8694,2336
Princeton Junction,New Jersey,Mercer,40.3207,-74.6236,2336
Wofford Heights,California,Kern,35.7127,-118.4732,2336
Olivia,Minnesota,Renville,44.777,-94.9971,2335
Mulino,Oregon,Clackamas,45.2235,-122.5616,2334
Olga,Florida,Lee,26.7113,-81.695,2333
St. Paul,Nebraska,Howard,41.214,-98.46,2333
Shenandoah,Virginia,Page,38.4875,-78.6171,2331
Rogue River,Oregon,Jackson,42.4354,-123.1683,2331
Wheeler AFB,Hawaii,Honolulu,21.4735,-158.0346,2331
Lithonia,Georgia,DeKalb,33.7128,-84.106,2331
Sun Valley,Pennsylvania,Monroe,40.98,-75.4688,2330
Laurel Park,North Carolina,Henderson,35.3118,-82.5039,2330
Parkside,Pennsylvania,Delaware,39.8674,-75.378,2330
Cascade,Iowa,Dubuque,42.3018,-91.0047,2329
Edgemont Park,Michigan,Ingham,42.7468,-84.5926,2329
Kensington,Maryland,Montgomery,39.0265,-77.0738,2329
McQueeney,Texas,Guadalupe,29.6,-98.0439,2328
Dousman,Wisconsin,Waukesha,43.0088,-88.476,2328
Abram,Texas,Hidalgo,26.2182,-98.4181,2328
Green Level,North Carolina,Alamance,36.1233,-79.3461,2326
Shenorock,New York,Westchester,41.3307,-73.7409,2325
Bridgetown,Mississippi,DeSoto,34.8907,-89.9069,2325
West Belmar,New Jersey,Monmouth,40.1707,-74.0376,2325
Winnsboro Mills,South Carolina,Fairfield,34.3561,-81.0709,2324
Campbell,Florida,Osceola,28.2603,-81.4525,2323
Fairlawn,Virginia,Pulaski,37.1476,-80.5567,2322
Amboy,Illinois,Lee,41.7288,-89.3686,2321
Antlers,Oklahoma,Pushmataha,34.2325,-95.6214,2321
Bethlehem,West Virginia,Ohio,40.0452,-80.6898,2321
Kershaw,South Carolina,Lancaster,34.5462,-80.5872,2321
Weldon,California,Kern,35.6431,-118.3103,2321
Lebanon South,Pennsylvania,Lebanon,40.328,-76.4066,2320
South Paris,Maine,Oxford,44.219,-70.5113,2319
Kiln,Mississippi,Hancock,30.4171,-89.4322,2319
Bath,Michigan,Clinton,42.8202,-84.4546,2319
Petersburg,Indiana,Pike,38.4919,-87.281,2317
Pine Air,Florida,Palm Beach,26.6588,-80.1073,2317
Shawnee Hills,Ohio,Greene,39.6515,-83.7822,2316
Richgrove,California,Tulare,35.7966,-119.1069,2316
Flandreau,South Dakota,Moody,44.0465,-96.5984,2316
La Blanca,Texas,Hidalgo,26.3048,-98.0286,2316
Liberty City,Texas,Gregg,32.4502,-94.9438,2315
Marshfield Hills,Massachusetts,Plymouth,42.1487,-70.7315,2315
La Mesilla,New Mexico,Rio Arriba,35.9461,-106.0719,2314
Riverview,Delaware,Kent,39.0293,-75.5202,2314
Portola,California,Plumas,39.8241,-120.4733,2313
Coal Creek,Colorado,Jefferson,39.9071,-105.3799,2313
Panhandle,Texas,Carson,35.346,-101.3804,2312
Hazen,North Dakota,Mercer,47.299,-101.626,2311
Anahola,Hawaii,Kauai,22.1455,-159.3151,2311
Twain Harte,California,Tuolumne,38.0384,-120.234,2311
Wilberforce,Ohio,Greene,39.7151,-83.8848,2311
Ferrum,Virginia,Franklin,36.9313,-80.0149,2310
Nedrow,New York,Onondaga,42.9779,-76.1417,2310
Mascot,Tennessee,Knox,36.0673,-83.765,2310
Harrisburg,Arkansas,Poinsett,35.5637,-90.7216,2309
Churchill,Ohio,Trumbull,41.1692,-80.666,2309
Star Valley,Arizona,Gila,34.2611,-111.2197,2308
Idalou,Texas,Lubbock,33.6624,-101.6838,2308
Navassa,North Carolina,Brunswick,34.2831,-78.029,2306
Junction City,Kentucky,Boyle,37.5854,-84.7903,2306
West Union,Iowa,Fayette,42.9588,-91.8132,2305
Mason,Texas,Mason,30.748,-99.2288,2305
Hollandale,Mississippi,Washington,33.1761,-90.8529,2304
Whetstone,Arizona,Cochise,31.7011,-110.3398,2304
Burley,Washington,Kitsap,47.4166,-122.6377,2304
Red Lodge,Montana,Carbon,45.1933,-109.2501,2303
Bronson,Michigan,Branch,41.8727,-85.1914,2303
Fowler,Indiana,Benton,40.617,-87.3184,2302
Tool,Texas,Henderson,32.2803,-96.1725,2302
Canton,Missouri,Lewis,40.1295,-91.5266,2302
Honaunau-Napoopoo,Hawaii,Hawaii,19.4538,-155.8588,2300
Milton,Louisiana,Lafayette,30.1122,-92.071,2299
Pequot Lakes,Minnesota,Crow Wing,46.5875,-94.2983,2299
Hull,Iowa,Sioux,43.1894,-96.1342,2299
Anson,Texas,Jones,32.755,-99.8962,2297
Bridgeport,Alabama,Jackson,34.9495,-85.7243,2297
Wrightsville,Pennsylvania,York,40.0239,-76.5311,2296
Old Saybrook Center,Connecticut,Middlesex,41.2918,-72.3682,2296
Gibsonia,Pennsylvania,Allegheny,40.6322,-79.9684,2296
Romoland,California,Riverside,33.7648,-117.1572,2295
Terrace Park,Ohio,Hamilton,39.1585,-84.3112,2295
Salmon Brook,Connecticut,Hartford,41.9567,-72.7931,2294
Orchard Hills,Pennsylvania,Armstrong,40.5849,-79.5416,2294
Woodland Beach,Michigan,Monroe,41.9418,-83.3141,2294
Redington Shores,Florida,Pinellas,27.8293,-82.8278,2293
Pine Ridge at Crestwood,New Jersey,Ocean,39.9585,-74.3169,2293
Santo Domingo Pueblo,New Mexico,Sandoval,35.5174,-106.367,2292
Lincoln Park,New York,Ulster,41.9559,-74.0016,2291
Arnold,California,Calaveras,38.2423,-120.3547,2291
Johnsonburg,Pennsylvania,Elk,41.4913,-78.6791,2291
Weedpatch,California,Kern,35.2369,-118.9123,2291
Clinton,Michigan,Lenawee,42.0699,-83.9687,2290
Parsons,Tennessee,Decatur,35.6512,-88.1231,2290
Gumlog,Georgia,Franklin,34.4952,-83.0975,2287
Rainier,Washington,Thurston,46.8917,-122.6867,2287
Texanna,Oklahoma,McIntosh,35.3572,-95.5047,2286
Croswell,Michigan,Sanilac,43.2736,-82.6177,2286
Wellston,Missouri,St. Louis,38.675,-90.2941,2285
Poth,Texas,Wilson,29.0726,-98.0809,2284
Oceana,West Virginia,Wyoming,37.6927,-81.6324,2284
Slippery Rock University,Pennsylvania,Butler,41.0647,-80.0419,2284
Greenport West,New York,Suffolk,41.1022,-72.3759,2283
Sag Harbor,New York,Suffolk,40.997,-72.2892,2283
Ludowici,Georgia,Long,31.7096,-81.7457,2283
Carnation,Washington,King,47.6442,-121.9041,2282
Vernonia,Oregon,Columbia,45.8611,-123.1834,2281
Boquerón,Puerto Rico,Cabo Rojo,18.034,-67.1715,2280
Brice Prairie,Wisconsin,La Crosse,43.9375,-91.3074,2280
Ina,Illinois,Jefferson,38.1499,-88.904,2279
Hughesville,Maryland,Charles,38.5376,-76.7748,2279
Brogden,North Carolina,Wayne,35.2961,-78.025,2279
Trowbridge Park,Michigan,Marquette,46.5565,-87.4417,2278
East Sonora,California,Tuolumne,37.9777,-120.341,2278
North Spearfish,South Dakota,Lawrence,44.5123,-103.8955,2278
Denmark,Wisconsin,Brown,44.3493,-87.8313,2277
Carlin,Nevada,Elko,40.719,-116.108,2277
Alamo,Tennessee,Crockett,35.783,-89.1168,2277
Cass City,Michigan,Tuscola,43.6007,-83.1767,2276
Tazewell,Tennessee,Claiborne,36.4625,-83.567,2276
Guin,Alabama,Marion,33.9832,-87.9023,2275
Pablo,Montana,Lake,47.6035,-114.1059,2274
Egypt,Pennsylvania,Lehigh,40.6858,-75.5334,2273
Redfield,South Dakota,Spink,44.8725,-98.5186,2273
Sleepy Hollow,California,Marin,38.012,-122.5877,2273
Oakhurst,Oklahoma,Tulsa,36.0828,-96.0641,2272
Geistown,Pennsylvania,Cambria,40.2935,-78.8727,2271
Belcourt,North Dakota,Rolette,48.8417,-99.7447,2270
Calabash,North Carolina,Brunswick,33.8945,-78.5571,2270
Walton Hills,Ohio,Cuyahoga,41.3662,-81.5554,2269
Herington,Kansas,Dickinson,38.6863,-96.8667,2268
Greensboro,Alabama,Hale,32.7014,-87.595,2268
Brinckerhoff,New York,Dutchess,41.5511,-73.8696,2267
Quail Ridge,Florida,Pasco,28.3451,-82.5535,2267
Skyline Acres,Ohio,Hamilton,39.2276,-84.5665,2266
Mayer,Minnesota,Carver,44.8868,-93.8904,2266
Aguas Claras,Puerto Rico,Ceiba,18.2447,-65.6662,2266
Clearlake Oaks,California,Lake,39.0218,-122.6593,2265
Center,Colorado,Saguache,37.7512,-106.1105,2264
Fairdale,Pennsylvania,Greene,39.8901,-79.968,2264
Rangely,Colorado,Rio Blanco,40.0861,-108.7794,2263
Fort Polk North,Louisiana,Vernon,31.1031,-93.1793,2263
Belmond,Iowa,Wright,42.8466,-93.6084,2263
Wilson-Conococheague,Maryland,Washington,39.653,-77.8306,2263
Durant,Mississippi,Holmes,33.0799,-89.8566,2262
Utica,Ohio,Licking,40.2335,-82.441,2260
Tunica Resorts,Mississippi,Tunica,34.8298,-90.3218,2260
Poplar-Cotton Center,California,Tulare,36.0564,-119.1493,2259
Waterloo,Indiana,DeKalb,41.4328,-85.0347,2259
West Wareham,Massachusetts,Plymouth,41.79,-70.755,2259
Mitchellville,Iowa,Polk,41.668,-93.3629,2258
Zion,Pennsylvania,Centre,40.9167,-77.6908,2258
Escatawpa,Mississippi,Jackson,30.4912,-88.5495,2257
Spencer,Indiana,Owen,39.2862,-86.7726,2256
Splendora,Texas,Montgomery,30.2324,-95.1616,2255
Ogdensburg,New Jersey,Sussex,41.0769,-74.5973,2255
Oak Hills,Pennsylvania,Butler,40.8263,-79.9152,2255
Westby,Wisconsin,Vernon,43.653,-90.8584,2255
Alpha,New Jersey,Warren,40.6598,-75.1571,2255
Four Oaks,North Carolina,Johnston,35.4454,-78.4164,2254
Westmorland,California,Imperial,33.0389,-115.6223,2254
Oyster Bay Cove,New York,Nassau,40.857,-73.5037,2254
Madelia,Minnesota,Watonwan,44.0482,-94.4198,2254
Aliceville,Alabama,Pickens,33.1237,-88.1594,2254
Honalo,Hawaii,Hawaii,19.5787,-155.902,2254
New Market,Virginia,Shenandoah,38.6459,-78.6709,2253
Fredonia,Wisconsin,Ozaukee,43.4715,-87.9489,2253
Grove City,Florida,Charlotte,26.9071,-82.3258,2253
Watsontown,Pennsylvania,Northumberland,41.085,-76.8646,2252
Janesville,Minnesota,Waseca,44.1214,-93.7107,2252
Tompkinsville,Kentucky,Monroe,36.7012,-85.6927,2252
Meeker,Colorado,Rio Blanco,40.05,-107.8949,2252
Seneca,Illinois,LaSalle,41.3207,-88.5889,2251
Aptos Hills-Larkin Valley,California,Santa Cruz,36.9606,-121.8341,2251
Hunter,Ohio,Warren,39.4947,-84.2903,2251
Willamina,Oregon,Yamhill,45.0786,-123.4847,2250
Lamoni,Iowa,Decatur,40.6202,-93.9307,2249
Lakeside,Montana,Flathead,48.0182,-114.2274,2249
Los Prados,Puerto Rico,Caguas,18.233,-66.0619,2249
Lineville,Alabama,Clay,33.313,-85.7508,2249
Paia,Hawaii,Maui,20.9062,-156.3678,2249
Keokea,Hawaii,Maui,20.7211,-156.3624,2248
Falconer,New York,Chautauqua,42.119,-79.1973,2247
Ferdinand,Indiana,Dubois,38.2269,-86.8631,2247
Lisbon,Iowa,Linn,41.9205,-91.3917,2247
Spring Mount,Pennsylvania,Montgomery,40.2755,-75.4651,2247
Colstrip,Montana,Rosebud,45.8943,-106.628,2246
Shingletown,California,Shasta,40.5035,-121.86,2246
Fairmount,Tennessee,Hamilton,35.1844,-85.3302,2245
Los Llanos,Puerto Rico,Coamo,18.0579,-66.4092,2244
Laughlin AFB,Texas,Val Verde,29.3568,-100.7829,2244
Leadville North,Colorado,Lake,39.26,-106.3112,2244
Franklinton,North Carolina,Franklin,36.1011,-78.4523,2241
Vista Center,New Jersey,Ocean,40.1584,-74.3227,2241
Phoenix,New York,Oswego,43.2316,-76.2961,2241
Lake Hamilton,Arkansas,Garland,34.4269,-93.0887,2240
La Porte City,Iowa,Black Hawk,42.3138,-92.1914,2240
Newtown,Pennsylvania,Bucks,40.229,-74.9324,2240
Winsted,Minnesota,McLeod,44.9574,-94.0498,2240
Grand Canyon Village,Arizona,Coconino,36.0492,-112.1566,2239
York,Alabama,Sumter,32.4998,-88.2938,2239
Mulberry,North Carolina,Wilkes,36.2257,-81.1653,2239
East Berwick,Pennsylvania,Luzerne,41.0657,-76.2208,2239
Garfield,Texas,Travis,30.1961,-97.5514,2239
Plattsburg,Missouri,Clinton,39.5644,-94.4615,2238
Chesaning,Michigan,Saginaw,43.1851,-84.12,2238
Royal City,Washington,Grant,46.9019,-119.6208,2237
Westbrook Center,Connecticut,Middlesex,41.2811,-72.4424,2237
La Fermina,Puerto Rico,Humacao,18.1744,-65.8527,2236
Holden,Missouri,Johnson,38.7136,-93.9895,2236
West Dennis,Massachusetts,Barnstable,41.6666,-70.1656,2236
Jefferson,Maryland,Frederick,39.3661,-77.5409,2235
Sugarcreek,Ohio,Tuscarawas,40.5076,-81.6409,2234
Oakwood,Pennsylvania,Lawrence,41.0112,-80.3793,2233
Buchanan,New York,Westchester,41.2643,-73.9465,2232
Jackson,Kentucky,Breathitt,37.5589,-83.3782,2230
Park Falls,Wisconsin,Price,45.9348,-90.4463,2230
